id	productname
16879	[XẢ TỒN] Dựng heo CP túi 1kg HSD 15/02
16880	[XẢ TỒN] Thịt mỡ phần heo 3G hộp 300gr +/- 15gr HSD 15/02
16881	[XẢ TỒN - Date 15/2/2025] Ba Rọi Heo Rút Sườn ăn chay BaF khay 300g
16882	"[ XẢ TỒN ] Dừa Xiêm Đỏ nguyên vỏ, trái 0.9-1kg"
16883	Combo 4 Thùng Tiger 330ml tặng 01 Hộp Quà Tiger
16884	[XẢ TỒN] Thịt heo xay giun quế Anfood khay 300gr+/-15gr HSD 15/02
16885	[SÁCH] Không Theo Lối Mòn
16886	"[ XẢ TỒN] Cam sành da cám Vĩnh Long, túi 3kg +/-100g"
16887	[XẢ TỒN] Vịt tẩm ướp Vịt om CP hộp 500gr HSD 16/02
16888	[XẢ TỒN] Khổ qua nhồi thịt 3G hộp 300g date 15/02
16889	[XẢ TỒN] Đùi gà tháo khớp CP khay 500g HSD 16/02
16890	[XẢ TỒN] Thịt lợn mán tươi rút xương Anfood khay 300gr +/-10gr HSD 15/02
16891	[XẢ TỒN] Thịt xay quấn lá lốt 3G hộp 300g (chả lá lốt) HSD 15/02
16892	"[ XẢ TỒN ] Thơm Mật, trái 0.9-1.3 kg"
16893	[XẢ TỒN] Đùi gà tháo khớp JAPFA BEST KHAY 500gr HSD 15/02
16894	(XẢ TỒN) Gà ác nguyên con tươi sạch 3G hộp 1 con kèm thuốc bắc HSD 15/02
16895	[XẢ TỒN] Bắp giò heo giun quế không xương Anfood khay 300gr+/-15gr HSD 15/02
16896	[XẢ TỒN] Hồng trà sữa AOV thơm ngon sánh mịn chai 300ml HSD 18/02
16897	[XẢ TỒN] Thịt xay heo CP túi 1kg HSD 16/02
16898	(Xả tồn) Nem thịt đặc biệt CP hộp 250gr HSD 15/02
16899	"[ XẢ TỒN ] Bưởi Da Xanh, trái 1-1.2kg"
16900	[XẢ TỒN] Bắp bò ta tươi loại 1 Anfood khay 200gr +/- 10gr HSD 15/02
16901	[XẢ TỒN] Thịt bê rút xương Anfood khay 300gr +/- 15grHSD 15/02
16902	[XẢ TỒN - Date 16/2/2025] Mì Quảng Nghệ Ba Khánh gói 500g
16903	"[CỰC RẺ] Xoài Cát Chu Vàng Cao Lãnh, vỉ 2 trái (600-700g)"
16904	"[CỰC RẺ] Vú sữa Tím, vỉ 500-600g"
16905	[CỰC RẺ] Mì Khoai Tây Omachi Sườn Hầm Ngũ Quả ly 72g
16906	[CỰC RẺ] Xà Lách LoLo Đà Lạt Thủy Canh (có gốc) gói 200g +/-15g
16907	[CỰC RẺ] Nem Thịt Ngon Ngon CP Đông Lạnh khay 300g
16908	Sữa rửa tay công nghệ Sinh Học Bazzle hương Quế 500g
16909	[RẺ] Xúc Xích Tiệt Trùng Bò Vissan gói 160g (Gói 4 cây x 40g)
16910	[CỰC RẺ] Má đùi gà Sunny Gold Khay 500 g
16911	[RẺ] Mực nang làm sạch Alo Fish khay 250g
16912	[RẺ] Ngũ cốc dinh dưỡng Kelloggs Corn Flakes HTC hộp 275g
16913	Rượu vang đỏ Viesta Cabernet Sauvignon chai 750ml 12.5%
16914	Rượu vang đỏ Passion Merlot chai 750ml 13.5%
16915	[TẾT] Bánh Lạc Việt Trống Đồng Bibica nhũ vàng hộp thiếc 800g (Có túi giấy)
16916	[TẾT] Bánh Warmly Bibica Nơ Vàng hộp thiếc 450g
16917	[RẺ] Đầu cá thu làm sạch Alo Fish khay 400g
16918	Bia lon Đại Việt Pilsner 330 ml
16919	[TẾT] Hộp Quà Tết Đoàn Viên 
16920	Gel giặt Attack lọc sợi vải sạch sâu thanh mềm hương thiên nhiên trong lành túi 3.5kg (xanh lá)
16921	Sữa tắm sáng da Fresh hương hoa ngọc lan 1.2kg
16922	Bình nước nhựa thể thao 500ML LOCK&LOCK- HPP727
16923	[TEST DAKLAK] Sản phẩm test Daklak 1
16924	Combo 10 gói Thạch Uống Vị Dâu Tây COOKHOUSE gói 85ml
16925	Dâu tây Hasfarm hộp 500g (+/-30g)
16926	[TEST DAKLAK] Sản phẩm test Daklak 2
16927	Đầu Cá Hồi Đông Lạnh Tigico Túi 250g - 350g
16928	[LỐC 6 CHAI ]Trà tắc mật ong Cozy chai 445ml
16929	[SÁCH] Poster lớn - Chữ Số 1-100 (new)
16930	[XẢ TỒN - Date 09/02/2025] Ba Rọi Heo CP Túi 1kg
16931	[XẢ TỒN - Date 10/02/2025] Nấm Đông Cô 150g +/-10g
16932	[XẢ TỒN - Date 14/2/2025] Sữa chua lên men đào (Cool C) 450 ml
16933	[XẢ TỒN - Date 11/02/2025] Thịt đùi vụn gà CP khay 300g
16934	"[XẢ TỒN - Date 11/02/2025] Lòng Gà Sạch CP, khay 500g"
16935	[XẢ TỒN - Date 11/02/2025] Ức gà fillet CP
16936	[XẢ TỒN - Date 20/2/2025] Chả cá Quy Nhơn bọc trứng cút Thanh Vân gói 250g
16937	[XẢ TỒN - Date 11/02/2025] Má đùi gà Ba Huân vỉ 500 g
16938	[XẢ TỒN - Date 09/02/2025] Hủ Tiếu Mềm Pad Thái Ba Khánh gói 500g
16939	[XẢ TỒN - Date 09/02/2025] Nạc Dăm Heo CP Khay 500g
16940	[XẢ TỒN - Date 09/02/2025] Thịt Vai Heo ăn chay BaF khay 300g
16941	[XẢ TỒN - Date 11/02/2025] Gà cắt miếng CP khay 300g
16942	[XẢ TỒN - Date 11/02/2025] Gan Gà CP khay 500g
16943	[XẢ TỒN - Date 09/02/2025] Thịt Đùi Heo CP Khay 300g
16944	[XẢ TỒN - Date 11/02/2025] Má Đùi Gà Có Xương Sườn khay TS 500gr
16945	[XẢ TỒN - Date 09/02/2025] Xương Đuôi Heo CP Túi 1kg
16946	[XẢ TỒN - Date 11/02/2025] Mề gà CP
16947	[XẢ TỒN - Date 10/02/2025] Giò Sống Heo CP Khay 200g
16948	[XẢ TỒN - Date 11/02/2025] Đùi gà góc tư Ba Huân Vỉ 500 g
16949	[XẢ TỒN - Date 09/02/2025] Thịt Heo Xay CP Túi 1kg
16950	[XẢ TỒN - Date 10/02/2025] Trứng Gà Ta Thanh Nhân hộp 10 quả
16951	"[XẢ TỒN - Date 09/02/2025] Nạc Dăm Heo Vissan, túi 500g +/-50g"
16952	[XẢ TỒN - Date 10/02/2025] Đuôi bò Trung Đồng túi 500g
16953	[XẢ TỒN - Date 09/02/2025] Xương Đuôi Heo Vĩnh Tân Khay 400g +/-20g
16954	"[XẢ TỒN - Date 11/02/2025] Xương Gà CP, gói 1kg"
16955	[XẢ TỒN - Date 10/02/2025] Trứng Gà Ta So Thanh Nhân Hộp 10 quả
16956	"[XẢ TỒN - Date 10/02/2025] Nấm Đùi Gà Baby Việt Nam, khay 200g"
16957	[XẢ TỒN - Date 10/02/2025] Xương gà Sunny Gold Khay 500g
16958	[XẢ TỒN - Date 11/02/2025] Đùi tỏi gà Ba Huân vỉ 500g
16959	[XẢ TỒN - Date 15/2/2025] Sữa Chua Có Đường Dalat Milk hộp 500g
16960	[XẢ TỒN - Date 10/02/2025] Trứng Gà Tươi Thanh Nhân size L hộp 10 quả
16961	[XẢ TỒN - Date 28/2/2025] Chả bò bì que vissan gói 80g
16962	[XẢ TỒN - Date 09/02/2025] Sườn Già Heo CP Khay 300g
16963	[XẢ TỒN - Date 09/02/2025] Tôm thẻ nõn Alo Fish khay 200g
16964	[XẢ TỒN - Date 09/02/2025] Sườn Non Heo CP Khay 300g
16965	[XẢ TỒN - Date 11/02/2025] Đùi Tỏi Gà CP Khay 300g
16966	[XẢ TỒN - Date 09/02/2025] Thịt Đùi Heo ăn chay BaF khay 300g
16967	[XẢ TỒN - Date 09/02/2025] Nạc Đùi Heo CP Khay 300g
16968	[XẢ TỒN - Date 09/02/2025] Nạc Vai Heo CP Khay 300g
16969	[XẢ TỒN - Date 09/02/2025] Nạc Đùi Heo Vĩnh Tân Khay 400g +/-20g
16970	[XẢ TỒN - Date 19/2/2025] Giò tai nấm HoangMinhFoods gói 200g
16971	[XẢ TỒN - Date 11/02/2025] Má Đùi Cắt Miếng CP Khay 500g
16972	[XẢ TỒN - Date 09/02/2025] Nạc Đùi Heo ăn chay BaF khay 300g
16973	[XẢ TỒN - Date 09/02/2025] Nạc Vai Heo Vĩnh Tân Khay 400g +/-20g
16974	[XẢ TỒN - Date 09/02/2025] Nạc Vai Heo ăn chay BaF khay 300
16975	[XẢ TỒN - Date 11/02/2025] Cánh Gà V CP khay 500g
16976	[XẢ TỒN - Date 11/02/2025] Đùi Gà rút xương CP khay 300g
16977	[XẢ TỒN - Date 09/02/2025] Ba Rọi Heo ăn chay BaF khay 300g
16978	[XẢ TỒN - Date 09/02/2025] Bắp bò Vissan túi 200g
16979	[XẢ TỒN - Date 09/02/2025] Nạm bò Vissan túi 200g
16980	[XẢ TỒN - Date 10/02/2025] Má đùi gà Sunny Gold Khay 500g
16981	[XẢ TỒN - Date 09/02/2025] Cốt Lết Có Xương Heo CP 300g
16982	[XẢ TỒN - Date 09/02/2025] Nạc Dăm Heo CP
16983	[XẢ TỒN - Date 11/02/2025] Sườn Gà Tươi CP Khay 500g
16984	[XẢ TỒN - Date 09/02/2025] Xương Cổ Heo ăn chay BaF khay 300g
16985	[XẢ TỒN - Date 09/02/2025] Xương Giá Heo CP Khay 500
16986	[XẢ TỒN - Date 09/02/2025] Xương Cổ Heo Vĩnh Tân Khay 400g +/-20g
16987	"[XẢ TỒN - Date 09/02/2025] Giò Heo Rút Xương Vissan, túi 500g"
16988	"[XẢ TỒN - Date 11/02/2025] Đùi Gà Tháo Khớp CP, khay 500g"
16989	[XẢ TỒN - Date 11/02/2025] Trứng cút Ba Huân hộp 30 quả
16990	[XẢ TỒN - Date 11/02/2025] Đùi cánh gà tươi CP khay 300g
16991	[XẢ TỒN - Date 09/02/2025] Dựng Sau Heo CP Khay 500g
16992	[XẢ TỒN - Date 09/02/2025] Xương Heo Tiện Lợi Vĩnh Tân Khay 400g +/- 20g
16993	[XẢ TỒN - Date 09/02/2025] Cá đổng làm sạch Alo Fish khay 300g
16994	[XẢ TỒN - Date 11/02/2025] Đùi góc tư gà CP
16995	[XẢ TỒN - Date 10/02/2025] Đùi gà góc tư Sunny Gold Khay 500g
16996	[XẢ TỒN - Date 09/02/2025] Cốt Lết Heo ăn chay BaF khay 300g
16997	[XẢ TỒN - Date 09/02/2025] Sườn Già Heo ăn chay BaF khay 300g
16998	[XẢ TỒN - Date 09/02/2025] Ba Rọi Rút Sườn Heo CP Khay 300g
16999	[XẢ TỒN - Date 09/02/2025] Đầu cá thu làm sạch Alo Fish khay 400g
17000	[XẢ TỒN - Date 09/02/2025] Gà Trống Ta Bình Định Nửa Con Làm Sạch (con 1-1.3kg)
17001	[XẢ TỒN - Date 12/02/2025] [ LỐC 4 CHAI ] Sữa Uống Lên Men hương dâu tự nhiên TH true YOGURT Probiotics
17002	[XẢ TỒN - Date 09/02/2025] Xương Đuôi Heo ăn chay BaF khay 300g +/- 10g
17003	[XẢ TỒN - Date 09/02/2025] Bún Bò Huế Ba Khánh gói 500g
17004	[XẢ TỒN - Date 09/02/2025] Sườn Non Heo Vĩnh Tân Khay 400g +/-20g
17005	[XẢ TỒN - Date 09/02/2025] Sườn Sống Heo Vissan túi 500g
17006	[XẢ TỒN - Date 09/02/2025] Gà Mái Tre Thảo Mộc làm sạch (con 500-700g)
17007	[XẢ TỒN - Date 09/02/2025] Thịt Thăn Heo CP Khay 300g
17008	[XẢ TỒN - Date 11/02/2025] Lườn Gà CP khay 500g
17009	[XẢ TỒN - Date 09/02/2025] Cổ bò Vissan túi 200g
17010	[XẢ TỒN - Date 11/02/2025] Chân Gà CP Khay 500g
17011	[XẢ TỒN - Date 09/02/2025] Mình cá thu Alo Fish khay 300g
17012	[XẢ TỒN - Date 18/2/2025] Sữa Chua không Đường Đà Lạt Milk 1kg - 226563
17013	[XẢ TỒN - Date 10/02/2025] Cánh gà Sunny Gold Khay 500g
17014	[XẢ TỒN - Date 09/02/2025] Ba Rọi Heo Rút Sườn ăn chay BaF khay 300g
17015	[XẢ TỒN - Date 11/02/2025] Đầu Cánh gà tươi CP khay 500g
17016	[XẢ TỒN - Date 11/02/2025] Cánh Gà CP khay 300g
17017	[XẢ TỒN - Date 09/02/2025] Thịt Heo Tiện Lợi Vĩnh Tân Khay 400g +/- 20g
17018	[XẢ TỒN - Date 10/02/2025] Đùi tỏi gà Sunny Gold Khay 500g
17019	[XẢ TỒN - Date 11/02/2025] Xương Đùi Gà CP khay 500g
17020	[XẢ TỒN - Date 09/02/2025] Nạc dăm (Nạc vai giòn) Heo ăn chay BaF Khay 300g
17021	[XẢ TỒN - Date 09/02/2025] Vai bò Vissan túi 200g
17022	Combo 3 khay Cá lăng tươi hồ Thác Bà cắt khúc khay 300gr (+-20gr)
17023	[XẢ TỒN - Date 09/02/2025] Mì Quảng Nghệ Ba Khánh gói 500g
17024	Dưa trứng sữa nhật quả 1.6 - 1.9 kg
17025	[XẢ TỒN - Date 09/02/2025] Sữa dinh dưỡng có đường VNM ADM 180ml
17026	[XẢ TỒN - Date 21/12/2024] Nước Ngọt Pepsi Sleek 320ml
17027	[XẢ TỒN - Date 15/12/2025] Bia Tiger lốc 6 lon cao x 330ml
17028	[XẢ TỒN] Xà Lách Mỡ Đà Lạt túi 450-550g
17029	[XẢ TỒN - Date 09/02/2025] Đuôi Heo Vĩnh Tân Khay 400g +/-20g
17030	[XẢ TỒN - Date 14/12/2025] Bia Tiger Lon 250ml
17031	H&S Dầu gội óng mượt chai 625 ml
17032	[XẢ TỒN - Date 10/02/2025] Chân gà Sunny Gold Khay 500g
17033	[XẢ TỒN - Date 11/02/2025] Phi Lê Má Đùi Gà Không Da Ba Huân Khay 500g
17034	[XẢ TỒN] Cà Tím túi 400 - 600g
17035	Sườn sụn non heo Mỹ WIKIFOOD khay 500gr+/-25gr
17036	[ XẢ TỒN - Date 08/02/2025 ] Xúc Xích Tiệt Trùng Cay Năng Lượng Kool Ba Huân 
17037	[ XẢ TỒN - Date 18/02/2025 ] Sữa Tươi Tiệt Trùng Vinamilk Có Đường lốc 4 hộp x 110ml
17038	[ XẢ TỒN - Date 15/01/2025 ] Gạo lứt sấy rong biển 100g
17039	[XẢ TỒN] Chim bồ câu nguyên con làm sạch 3G hộp từ 350gr-450gr HSD 09/01
17040	[XẢ TỒN] Xương ống heo ăn chay khay 500gr HSD 09/01
17041	[XẢ TỒN -Date 04/02/2025] Mì Omachi Tôm Chua Cay Thái Xúc Xích 111g
17042	(XẢ TỒN) Thịt bắp chân giò heo 3G khay 300gr HSD 09/01
17043	"[CỰC RẺ] Dưa hấu miền đông, trái 2-2,5kg"
17044	(Xả tồn) Tim gan cật gà CP gói 280gr ( 3 bộ ) HSD 09/01
17045	[XẢ TỒN] Dẻ sườn bò Úc tươi DVQ khay 200gr +/- 10gr HSD 09/01
17046	"(Xả tồn) Gà đồi Chí Linh 1/2 con hộp từ 0,8-0,9 kg HSD 10/01"
17047	[Giảm 56%] 5 đầu cá hồi Nauy to bự khay 1 cái 400 gr đến 800 gr
17048	Bột Ngọt Ajinomoto hạt lớn gói 140g
17049	[XẢ TỒN - Date 04/02/2025] Thùng 24 ly Mì Omachi Tôm Chua Cay Thái Xúc Xích 111g
17050	[XẢ TỒN - Date 11/01/2025] Sườn Gà Tươi CP Khay 500g
17051	Chuối tiêu nguyên nải từ từ từ 1.7 -2.5 kg
17052	Tẩy Tế Bào Chết Rosette Gommage Bright Peel Dưỡng Sáng Da 180G
17053	[ THÙNG 48 BỊCH ] Sữa Tươi Tươi Sạch NutiMilk Nguyên Chất bịch 220ml
17054	combo 10 gà ủ muối 1kg và 10 chân giò ủ muối 500gr 
17055	[XẢ TỒN - Date 27/01/2025] Phi lê tẩm sả nghệ Thoại An 200g
17056	Đu đủ vàng quả từ 250gr
17057	[XẢ TỒN - Date 25/01/2025] Xương Heo Tiện Lợi Vĩnh Tân Khay 400g +/- 20g
17058	[RẺ] Gà Trống Ta (Bình Định) Nửa Con Long Khánh Làm Sạch (Túi 1-1.3kg)
17059	[XẢ TỒN - Date 27/01/2025] Lườn Gà CP khay 500g
17060	Lốc 4 hộp sữa Anlene concentrate Choco hộp 125ml
17061	Combo 5 túi Nước rửa chén SUNLIGHT túi 750gr
17062	Hộp Quà 08/03 LIFEBUOY Sữa Tắm Detox Dầu Tràm Trà và Muối Hồng 500g
17063	Set quà 8/3 (Nước Tẩy Trang L'Oreal Dưỡng Ẩm Hồng 400ml + Bông tẩy trang Jomi 80 miếng/Túi )
17064	Combo 5 Bịch Giấy vệ sinh Hà Nội Silk Xanh bịch 10 cuộn không lõi
17065	[QUÀ TẶNG] Thùng 24 lon Bia 0 độ BALTIKA Wheat lon 450ml
17066	[XẢ TỒN] Thịt đùi (sấn mông) heo CP hộp 300gr (HSD 10/03)
17067	[XẢ TỒN] Tỏi cánh gà CP khay 500gr (HSD 10/03)
17068	[XẢ TỒN] Thịt mỡ phần heo 3G hộp 300gr +/- 15gr (HSD 09/03)
17069	[XẢ TỒN] Móng giò heo ăn chay khay 500gr (HSD 09/03)
17070	[XẢ TỒN] Xương đuôi heo ăn chay khay 500gr (HSD 09/03)
17071	[XẢ TỒN] Sườn vai heo chuẩn ngon Meat Deli hộp từ 360-440g (HSD 10/03)
17072	[XẢ TỒN] Thịt bắp heo CP túi 1kg (HSD 09/03)
17073	[XẢ TỒN] Thịt xay quấn lá lốt 3G hộp 300g (chả lá lốt) (HSD 09/03)
17074	[XẢ TỒN] Bánh mì thịt xốt trứng muối MB Otto gói 50g HSD (11/03)
17075	[XẢ TỒN] Xương ống heo ăn chay khay 500gr (HSD 09/03)
17076	[XẢ TỒN] Ba chỉ (ba rọi) heo 3G khay 300gr (HSD 09/03)
17077	[XẢ TỒN] Diềm thăn bò Úc tươi DVQ khay 200gr +/- 10gr (HSD 09/03)
17078	[XẢ TỒN] Thịt bắp chân giò heo 3G khay 300gr (HSD 09/03)
17079	[XẢ TỒN] Mọc nấm hương xưa CP gói 250gr (HSD 10/03)
17080	[XẢ TỒN] Ốc om chuối đậu nhà hàng Xuân Thành gói 450gr +/- 45gr (2-3 người ăn)  (DATE 10/03)
17081	[XẢ TỒN] Thịt ức phile gà CP khay 500gr (HSD 10/03)
17082	[XẢ TỒN] Thịt xay heo ăn chay khay 500gr (HSD 09/03)
17083	[XẢ TỒN] Chân gà tươi CP gói 500gr (HSD 10/03)
17084	Vui vẻ chả giò chiên sẵn đặc biệt Đôi Đũa Vàng gói 300 gr
17085	[XẢ TỒN] Thịt đùi heo chuẩn ngon Meat Deli hộp từ 380-460gr (HSD 03/03)
17086	"Tinh Chất GoodnDoc Dưỡng Ẩm, Hỗ Trợ Phục Hồi Da (30ml)"
17087	Xíu mại Tôm Jumbo Cầu Tre gói 300g
17088	[Siêu Sale] Cà Chua túi 500g +/-20g
17089	[Siêu Sale] Nước Tăng Lực Sting Dâu lốc 6 chai x 330ml
17090	[Siêu Sale] Nấm Đùi Gà Khay 200g
17091	[Siêu Sale] Xúc xích tiệt trùng heo cao bồi Bin&Bon ca nhựa 50 cây x 19g
17092	[Siêu Sale] Viên Thả Lẩu 12 trong 1 Yosa Gói 454g
17093	[Siêu Sale] Đầu cá hồi Nauy nhập khấu đông lạnh túi 300-400g
17094	[Siêu Sale] Pizza Hải Sản Hetori Size 15cm Túi 135g +/- 15g
17095	"[Siêu Sale] Combo 2 Hộp Nho Xanh Không Hạt Nam Phi, hộp 500g +/-10g"
17096	[Siêu Sale] Viên Cá Nhân Trứng Cá Yosa Gói 454g
17097	[Siêu Sale] Cải Thìa (cải chip) túi 400g +/-10g
17098	[Siêu Sale] Hạt Nêm Meizan Thịt Xương Ống Tủy Cà Rốt gói 1Kg
17099	Thùng 12 Lốc Sữa uống Lên Men tiệt trùng Lothamilk Dâu 110ml
17100	[SÁCH] Để Hiệu Quả Trong Công Việc
17101	[SÁCH] Tôi Đi Học - Nguyễn Ngọc Ký
17102	[SÁCH] Kỷ Luật Không Nước Mắt
17103	[SÁCH] Khi Ta Thay Đổi Thế Giới Sẽ Đổi Thay
17104	Thùng 24 lon bia BALTIKA Cooler lon 450ml
17105	[Siêu Sale] Xịt khử mùi Xmen for boss legend chai 150ml
17106	[Siêu Sale] Dầu Thực Vật Good Meall 2L
17107	[Siêu Sale] [GIẢM 12%] Combo 5 lốc sữa chua nha đam Nutimilk 100g
17108	[Siêu Sale] Dầu Gội Fresh Organic Giảm Gãy Rụng Voluming shampo chai 500g tặng 2 tuýp dầu xả 65g
17109	[Siêu Sale] Pate Thịt Heo Vissan Hộp 170g
17110	[Siêu Sale] Bánh Custas Orion Nhân Kem Trứng hộp giấy 282g (12 gói)
17111	[Siêu Sale] Healthy Mandu Bibigo nhân hải sản rong biển CJ Foods gói 175g
17112	"Set quà 8/3 Sữa Tắm On:The Body hương hoa hồng 1,100Ml + Mặt Nạ 3W CLINIC Chiết Xuất Lô Hội 23ml (Túi giao màu ngẫu nhiên)"
17113	[Siêu Sale] Khăn ướt cao cấp Max Cool không hương gói 30 tờ(Xanh)
17114	[Siêu Sale] Trứng Vịt Tươi Thanh Nhân hộp 10 quả
17115	Sữa dưỡng thể Treaclemoon dưỡng ẩm da hương mâm xôi 250ML
17116	Đuôi heo ủ muối xuyên tiêu Hoàng Minh túi 250gr
17117	[Siêu Sale] Bánh quy nhân kem hương Vani - Nabati Cookies & Cream 112g
17118	"[DÙNG NGAY - Date 03/03/2025] Dẻ Sườn Bò Úc Vissan, túi 500g"
17119	[DÙNG NGAY - Date 03/03/2025] Thịt Heo Xay CP Túi 1kg
17120	[DÙNG NGAY - Date 03/03/2025] Xương Cổ Heo CP khay 500g
17121	Bánh đa rau nấm chất lượng cao Phú Cường bát 80gr
17122	"Combo tết 12 (Rượu Ballantine, Bánh Quy Apex, Kẹo Romanze, Hạt điều, khô gà, Yến Khánh Hòa)"
17123	"Bình hoa Bát Tràng dáng chuông men sứ cao cấp,màu nâu sáng, vân ngang  H15CM x M5CM"
17124	[SIÊU SALE] Bộ 02 cốc nước thấp Amori 350ml - Giao màu ngẫu nhiên
17125	Sữa Tắm Lux Hương Hoa Hồng Pháp 570g
17126	[Siêu Sale] [GIẢM 63%] Cà chua túi 2kg +/-60g
17127	[Siêu Sale] [CÓ QUÀ] Máy vắt cam SUNHOUSE SHD5510 tặng Găng tay thực phẩm phân hủy sinh học Sunhouse KS-PG290L
17128	[Siêu Sale] Bộ Thau Rổ Nhựa 6 Món Kèm Chậu Cao Cấp 2 Lớp Vuông Song Long (màu ngẫu nhiên)
17129	[MUA CHUNG] COMBO 5 GÓI Bánh Choco PN socola Phạm Nguyên gói 216g (18gx12 cái)
17130	[DÙNG NGAY - Date 09/05/2025] Bánh gạo Hàn Quốc Green Foods dạng thỏi Eco Gói 500g
17131	"Nước Uống iOn Kiềm Smiles Vĩnh Phúc - Trung Hòa Acid, Đào Thải Độc Tố - Chai 500ml"
17132	[Siêu Sale]  [ THÙNG 24 LON ] Nước Ngọt Coca Cola bao bì nilon 24 Lon x 320ml ( giao ngẫu nhiên )
17133	"[DÙNG NGAY - Date 05/03/2029] WinGo Băng Dính Cá Nhân Y Tế Cartoon Cute (Hộp 70 miếng dán) Kích thước 19x72mm , móp hộp nhẹ"
17134	[DÙNG NGAY] Trái Bầu trái 400-600g
17135	[DÙNG NGAY - Date 01/11/2028] Kem đánh răng Colgate Ngừa sâu răng tuýp 225g tặng kèm bàn chải đánh răng (rách hộp)
17136	[DÙNG NGAY - Date 01/06/2028] Kem đánh răng Colgate Maxfresh bạc hà tuýp 225g tặng kèm bàn chải đánh răng (móp hộp nhẹ)
17137	"[DÙNG NGAY] Quýt cành lá nhập khẩu túi 0,9 - 1.1kg"
17138	[DÙNG NGAY - Date 15/04/2025] ( Cận date ) Nước Ngọt Mirida Vị Cam 1.5L - 164845
17139	[DÙNG NGAY - Date 03/07/2026] Túi zip bảo quản thực phẩm 18x20cm - 15 túi / hộp (rách hộp)
17140	[DÙNG NGAY - Date 27/05/2025] [ LỐC 4 HỘP ] ( xé lẻ lốc )  Sữa Tươi Tiệt Trùng Không Đường Vinamilk lốc 4 hộp x 180ml
17141	[DÙNG NGAY - Date 20/09/2025] ( bao bì rách ) Sữa Chua Uống Hương Bạc Hà & Việt Quất Yomost lốc 4 hộp x 170ml
17142	[DÙNG NGAY - Date 07/09/2025] ( móp chai ) Sinh Tố Dâu Golden Farm chai 500ml
17143	[DÙNG NGAY - Date 27/03/2025] Đùi Tỏi Gà CP Khay 300g
17144	[DÙNG NGAY - Date 09/07/2025] ( móp hộp ) Bánh Custas Orion Kem Trứng 47g (Hộp 2 cái)
17145	[DÙNG NGAY - Date 15/01/2026] ( móp lon ) Nước Ngọt Mirinda Xá Xị Sleek 320ml - 387616
17146	[DÙNG NGAY - Date 26/03/2025] Đùi cánh gà tươi CP khay 300g
17147	"[ DÙNG NGAY ]Táo Kẹo Candine Pháp, túi 450 - 550g"
17148	"[ DÙNG NGAY ] Dâu Hàn Quốc hộp 250g (+/-20g), (16 - 20 trái)"
17149	[DÙNG NGAY - Date 26/03/2025] Nạc Dăm Heo CP Khay 500g
17150	[DÙNG NGAY - Date 17/01/2026] ( móp lon ) Nước Ngọt Cocacola Sleek 320ml
17151	[DÙNG NGAY - Date 27/03/2025] Cánh gà Ba Huân Vỉ 500 g
17152	[DÙNG NGAY - Date 27/03/2025] Chân Gà CP Khay 500g
17153	[DÙNG NGAY - Date 31/10/2026] DHC VITAMIN C HARD CAPSULE 30 Ngày - 60 viên (bao bì cũ)
17154	[DÙNG NGAY - Date 20/09/2026] Tổ yến chưng Cung Đình For Kids (70ml) (móp hộp nhẹ)
17155	[DÙNG NGAY - Date 15/07/2025] Hạt Nêm Nepune Tam Bảo Vị Nấm 380G -331705
17156	[DÙNG NGAY - Date 06/03/2026] Hạt Nêm Knorr 1.8kg
17157	[DÙNG NGAY - Date 20/06/2025] Mì Omachi Bắp Bò Hầm Dưa Chua Gói 120g
17158	[DÙNG NGAY - Date 22/07/2025] Mì Kokomi Đại 90 Tôm Chua Cay 90g/gói
17159	[DÙNG NGAY - Date 26/03/2025] Bún Tươi Sợi Nhỏ Ba Khánh gói 500g
17160	[DÙNG NGAY - Date 26/03/2025] Bún Bò Huế Ba Khánh gói 500g
17161	[DÙNG NGAY - Date 14/11/2027] Sườn Nấu Đậu Vissan Hộp 170g
17162	[DÙNG NGAY - Date 25/05/2025] ( bao bì cũ ) Bánh Quy Tatawa Nhân Mứt Dâu Tươi gói 120g
17163	[DÙNG NGAY - Date 07/01/2027] Tinh dầu tràm Thái An-30ml (móp hộp nhẹ)
17164	[ DÙNG NGAY - Date 06/05/2025 ] ( móp lon ) Bia trái cây San Miguel vị vải lon 330ml
17165	[DÙNG NGAY - Date 15/01/2027] Pate gan 3 Bông Mai Vissan hộp 150g
17166	[DÙNG NGAY - Date 31/03/2025] Mì Lẩu Thái Tôm ACE 80/81g BLOCK
17167	[Lốc 6] Bia Corona Extra chai 300ml
17168	[DÙNG NGAY - Date 16/08/2025] Viên gia vị với chiết xuất tự nhiên Phở Bò Gold Ông Chà Và 126gr
17169	[DÙNG NGAY - Date 12/01/2026] Ginkgo Biloba -200 viên (móp hộp nhẹ)
17170	[DÙNG NGAY - Date 12/04/2026] Xốt Mì Ý Bò Bằm Cholimex gói 140g
17171	[DÙNG NGAY] Rau Dền túi 400gr
17172	[DÙNG NGAY - Date 12/05/2026] Hạt nêm Chinsu ngọt thanh xương hầm gói 400g
17173	[DÙNG NGAY - Date 07/02/2026] ( móp lon ) Nước Tăng Lực Redbull Lon 250ml
17174	[DÙNG NGAY - Date 05/07/2025] Mì Gói Jumbo Koreno Bò Cay gói 100g
